
 0.0     0.0     0.0     0.2162   0.0     0.0298  0.2065  0.0     0.0     0.0    !b0
 0.0     0.0     0.1298  0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.1298  0.0    -0.0578   0.0     0.0500 -0.0003  0.0     0.0     0.0
 0.2162  0.0    -0.0578  0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0298  0.0     0.0500  0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.2065  0.0    -0.0003  0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0

 0.0     0.0     0.0     0.0      0.0     0.0     0.5560  0.0     0.0     0.0    !b1
 0.0     0.0     0.3200  0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.3200  0.0     0.0060   0.0     0.7793  0.1735  0.0     0.0     0.0
 0.0     0.0     0.0060  0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.7793  0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.5560  0.0     0.1735  0.0      0.0     0.0     0.0     0.0     0.0     0.0 
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0

 0.0     0.0     0.0     0.0      0.0     0.0     0.0438  0.0     0.0     0.0    !c
 0.0     0.0     0.0041  0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0041  0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0438  0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0

 0.0     0.0     0.0050  0.0      0.0     0.0     0.0     0.0     0.0     0.0    !phi
 0.0     0.0     0.0     0.0      0.0    -0.0013  0.0     0.0     0.0     0.0
 0.0050  0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0    -0.0013  0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0

 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0    !lamda
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0
 0.0     0.0     0.0     0.0      0.0     0.0     0.0     0.0     0.0     0.0

 0.1970     ! H+    K+    SO4--
-0.0265     ! H+    K+    HSO4-
-0.0500     ! OH-   SO4-- K+
-0.0677     ! SO4-- HSO4- K+
 0.0020     ! TcO4- SO4-- K+

