   0.0000000000000000        84.023064      -214.25774960592889       4.20008203124999982E-004  2.38090587888443410E-011   84.022641025190609       1.19045277134051618E-009  5.39374249618022173E-013  5.66871280335062579E-010  2.38090587856697788E-016  8.33333333222221384E-018
  2.11881524153113843E-004  -84.006256      -214.25260631604141       4.19924218750000007E-004  2.38138205740247047E-011   84.005839950973851       1.19069086056591423E-009  5.39374249618022173E-013  5.67098050256228640E-010  2.38138205708495048E-016  8.33333333222221384E-018
  4.23826663868698272E-004   83.989456      -214.24748751801050       4.19840234374999977E-004  2.38185842642895258E-011   83.989038876757093       1.19092904504552153E-009  5.39374249618022173E-013  5.67324956279416599E-010  2.38185842611136933E-016  8.33333333222221384E-018
  6.35835405594226133E-004  -83.972656      -214.24234422812299       4.19756250000000001E-004  2.38233498607823007E-011   83.972237802540334       1.19116732483651324E-009  5.39374249618022173E-013  5.67551998513561802E-010  2.38233498576058329E-016  8.33333333222221384E-018
  8.47907789987278893E-004   0.0000000      -214.23720093823547       4.19672265624999972E-004  2.38281173646474531E-011   83.955436728323576       1.19140569999611039E-009  5.39374249618022173E-013  5.67779177067708881E-010  2.38281173614703437E-016  8.33333333222221384E-018
  1.06004397967818242E-003  -167.87811      -214.23205764834799       4.19588281249999996E-004  2.38328867770303116E-011   83.938635654106818       1.19164417058157931E-009  5.39374249618022173E-013  5.68006492051011455E-010  2.38328867738525679E-016  8.33333333222221384E-018
  1.27224370361639361E-003  -83.922256      -214.22691435846048       4.19504296874999966E-004  2.38376580990771287E-011   83.921834579890060       1.19188273665023267E-009  5.39374249618022173E-013  5.68233943572732431E-010  2.38376580958987501E-016  8.33333333222221384E-018
  1.48450707022212969E-003   0.0000000      -214.22177106857299       4.19420312499999991E-004  2.38424313319350748E-011   83.905033505673316       1.19212139825942903E-009  5.39374249618022173E-013  5.68461531742243903E-010  2.38424313287560615E-016  8.33333333222221384E-018
  1.69683451317625966E-003   400.98776      -214.21662777868548       4.19336328124999961E-004  2.38472064767522344E-011   83.888232431456558       1.19236015546657264E-009  5.39374249618022173E-013  5.68689256669027983E-010  2.38472064735725858E-016  8.33333333222221384E-018
  1.90910199975025119E-003   893.23529      -214.21148448879796       4.19252392578124960E-004  2.38519807567623258E-011   83.871441125306205       1.19259886943336859E-009  5.39374249618022173E-013  5.68916985945103942E-010  2.38519807535820363E-016  8.33333333222221384E-018
  2.12155705330008271E-003   311.10226      -214.20634119891048       4.19168408203124984E-004  2.38567597278325815E-011   83.854640051089447       1.19283781795314012E-009  5.39374249618022173E-013  5.69144984635647866E-010  2.38567597246516595E-016  8.33333333222221384E-018
  2.33407564109722188E-003   444.34277      -214.20119790902297       4.19084423828124954E-004  2.38615406143111710E-011   83.837838976872689       1.19307686224331429E-009  5.39374249618022173E-013  5.69373120412504540E-010  2.38615406111296075E-016  8.33333333222221384E-018
  2.54665841366297219E-003   0.0000000      -214.19605461913548       4.19000439453124979E-004  2.38663234173498625E-011   83.821037902655931       1.19331600236148044E-009  5.39374249618022173E-013  5.69601393385594998E-010  2.38663234141676615E-016  8.33333333222221384E-018
  2.75930493731646465E-003   445.00272      -214.19091132924797       4.18916455078125003E-004  2.38711081381013548E-011   83.804236828439173       1.19355523836527300E-009  5.39374249618022173E-013  5.69829803664950805E-010  2.38711081349185198E-016  8.33333333222221384E-018
  2.97201586257900274E-003   444.91351      -214.18576803936045       4.18832470703124973E-004  2.38758947777192677E-011   83.787435754222415       1.19379457031237293E-009  5.39374249618022173E-013  5.70058351360713850E-010  2.38758947745357929E-016  8.33333333222221384E-018
  3.18479032208884849E-003   0.0000000      -214.18060025761636       4.18748486328124998E-004  2.38806833373581481E-011   83.770634680005656       1.19403399826050772E-009  5.39374249618022173E-013  5.70287036583136144E-010  2.38806833341740330E-016  8.33333333222221384E-018
  3.39762896636730538E-003   20.101021      -214.17545696772885       4.18664501953124968E-004  2.38854738181734672E-011   83.753833605788898       1.19427352226745097E-009  5.39374249618022173E-013  5.70515859442580640E-010  2.38854738149887142E-016  8.33333333222221384E-018
  3.61053136173350442E-003   17.584866      -214.17031367784136       4.18580517578124992E-004  2.38902662213216203E-011   83.737032531572140       1.19451314239102240E-009  5.39374249618022173E-013  5.70744820049520927E-010  2.38902662181362278E-016  8.33333333222221384E-018
  3.82349837554918359E-003  0.83720648      -214.16514589609721       4.18496533203124963E-004  2.38950605479599429E-011   83.720231457355382       1.19475285868908867E-009  5.39374249618022173E-013  5.70973918514541231E-010  2.38950605447739116E-016  8.33333333222221384E-018
  4.03652935729303941E-003   6.6963081      -214.16000260620976       4.18412548828124987E-004  2.38998567992466881E-011   83.703430383138624       1.19499267121956235E-009  5.39374249618022173E-013  5.71203154948337137E-010  2.38998567960600155E-016  8.33333333222221384E-018
  4.24962452380550637E-003   0.0000000      -214.15483482446561       4.18328564453124957E-004  2.39046549763410463E-011   83.686629308921866       1.19523258004040315E-009  5.39374249618022173E-013  5.71432529461715174E-010  2.39046549731537361E-016  8.33333333222221384E-018
